,flight_number,origin_station_code,destination_station_code,scheduled_departure_date,arrival_delay_group,departure_delay_group,entity,verbatim_text,seat_factor_band,ques_verbatim_text,loyalty_program_level,fleet_type_description,fleet_usage,response_group,sentiments,transformed_text
243,537,EWX,SFX,2022-09-29,Early & Ontime,Early & Ontime,Domestic,I appreciated having the choice of ice or not and of a cup or can.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-200,Mainline,member,Neutral,appreci choic ice cup
244,537,EWX,SFX,2022-09-29,Early & Ontime,Early & Ontime,Domestic,I was in Premium Economy and I did not think they had a limitation on wine?.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B777-200,Mainline,member,Neutral,premium economi think limit wine
245,1689,IAX,IAX,2022-09-26,Early & Ontime,Early & Ontime,Domestic,Food offering in First class not up to par w other competitors.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,A319-100,Mainline,member,Neutral,food offer first class par w competitor
246,42,FCX,EWX,2022-09-30,Early & Ontime,Early & Ontime,Atlantic,No pre dinner drinks were offered.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-300,Mainline,member,Neutral,pre dinner drink offer
247,42,FCX,EWX,2022-09-30,Early & Ontime,Early & Ontime,Atlantic,Thank You.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-300,Mainline,member,Neutral,thank
248,42,FCX,EWX,2022-09-30,Early & Ontime,Early & Ontime,Atlantic,"I was disappointed that the menu for the flight was a photocopy on copier paper, manually cut in half, and included no list of the wines being offered on the flight. Menus should be printed on durable cardstock.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-300,Mainline,member,Neutral,disappoint menu flight photocopi copier paper manual cut half includ list wine offer flight menu print durabl cardstock
249,1009,BOX,SFX,2022-09-30,Early & Ontime,Early & Ontime,Domestic,"My outbound flight from SFO to BOS on 9/27/22 I purchased a breakfast sandwhich. I tried to retrieve my receipt using an email link I received, without luck, using my name and credit card info and my name and reservation number. I elected not to purchase anything on the BOS to SFO flight home.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,B737-MAX9,Mainline,member,Neutral,outbound flight sfo bo purchas breakfast sandwhich tri retriev receipt use email link receiv without luck use name credit card info name reserv number elect purchas anyth bo sfo flight home
250,3659,STX,EWX,2022-09-29,Early & Ontime,Early & Ontime,Domestic,"My first class flight out bound had just a snack and coffee, return first class had cheese platter.",80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,ERJ-175,Express,non-member,Neutral,first class flight bound snack coffe return first class chees platter
251,5878,YYX,IAX,2022-09-29,Early & Ontime,Early & Ontime,Domestic,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,ERJ-175,Express,non-member,Neutral,
252,881,IAX,LHX,2022-09-29,Early & Ontime,Delayed,Atlantic,The taste was strong very condimented.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B777-200,Mainline,non-member,Neutral,tast strong condiment
253,845,GRX,ORX,2022-09-30,Early & Ontime,Early & Ontime,Latin,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-9,Mainline,member,Neutral,
254,927,SFX,FRX,2022-09-30,Early & Ontime,Early & Ontime,Atlantic,"Beverage serving could be more often, eg. before and after lunch/dinner.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-300,Mainline,member,Neutral,beverag serv could often eg
255,987,CDX,ORX,2022-09-30,Early & Ontime,Early & Ontime,Atlantic,"Like I mentioned before, the food from Paris to Chicago was good. It was the flight from Chicago to Amsterdam where the food was just awful and very disappointing. Could not even identify what it was.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B787-8,Mainline,non-member,Neutral,like mention food pari chicago good flight chicago amsterdam food aw disappoint could even identifi
256,6363,IAX,DTX,2022-09-30,Early & Ontime,Delayed,Domestic,Did not purchase food as the options were meager and not very appealing.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-175,Express,member,Neutral,purchas food option meager appeal
257,5508,DTX,CIX,2022-09-30,Early & Ontime,Early & Ontime,Domestic,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,ERJ-175,Express,non-member,Neutral,
258,2412,MSX,DEX,2022-09-01,Early & Ontime,Early & Ontime,Domestic,"There is a requirement to have a smart phone with an app, which seems to be waived if you do not have the tech, as we did not. We think we should be ablee to simply use our credit card as before.",70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member,Neutral,requir smart phone app seem waiv tech think able simpli use credit card
259,2463,YVX,SFX,2022-09-01,Early & Ontime,Early & Ontime,Domestic,It said there is meal on the first class ticket. In the end just drink.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,A319-100,Mainline,non-member,Neutral,said meal first class ticket end drink
260,2675,EWX,LAX,2022-09-01,Early & Ontime,Early & Ontime,Domestic,Offer free domestic beers on the premium service flight.,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,B777-200,Mainline,member,Neutral,offer free domest beer premium servic flight
261,2357,SFX,AUX,2022-09-01,Delayed,Delayed,Domestic,"Too little choice, Burger was greasy.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member,Neutral,littl choic burger greasi
262,1142,HNX,SFX,2022-09-01,Early & Ontime,Delayed,Domestic,Sitting in first row. you should not already be out of the choices I am presented.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B777-200,Mainline,non-member,Neutral,sit first row alreadi choic present
263,1852,PDX,IAX,2022-09-01,Delayed,Early & Ontime,Domestic,Change it up more frequently. Gets boring and unappealing.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,B737-900,Mainline,member,Neutral,chang frequent get bore unapp
264,1016,CUX,IAX,2022-09-01,Early & Ontime,Early & Ontime,Latin,We had pretzels for a snack and they were stale.,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member,Neutral,pretzel snack stale
265,1113,BOX,DEX,2022-09-02,Early & Ontime,Early & Ontime,Domestic,"Loved that you gave a full can of soda. Did not love that there were no peanuts, but that is probably an allergy thing.",80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member,Neutral,love gave full soda love peanut probabl allergi thing
266,1113,BOX,DEX,2022-09-02,Early & Ontime,Early & Ontime,Domestic,"If you could, it would be great to advise passengers when they book if they need to order a meal ahead of time. At time of on line check in, it may be too late.",80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,B737-900,Mainline,member,Neutral,could would great advis passeng book need order meal ahead time time line check may late
267,1119,CUX,SFX,2022-09-01,Early & Ontime,Early & Ontime,Latin,"Stale bread , like cardboard . Chicken and mashed potatoes had wierd flavor and/or after taste . Like chemical . Have noticed this on other chicken / potato meals.",0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B737-900,Mainline,member,Neutral,stale bread like cardboard chicken mash potato wierd flavor tast like chemic notic chicken potato meal
268,1561,SJX,EWX,2022-09-01,Delayed,Delayed,Latin,Would like to see a more consistent snack. Pretzels sometimes does not make thru the whole flight.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-800,Mainline,non-member,Neutral,would like see consist snack pretzel sometim make thru whole flight
269,1861,SFX,LAX,2022-09-02,Early & Ontime,Early & Ontime,Domestic,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-MAX9,Mainline,member,Neutral,
270,1910,PWX,DEX,2022-09-02,Early & Ontime,Early & Ontime,Domestic,The food choices are all unappetizing.,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,global services,B737-800,Mainline,member,Neutral,food choic unappet
271,6,IAX,LHX,2022-09-02,Early & Ontime,Delayed,Atlantic,Chicken entrée was very similar to starter with quinoa etc. which is not to my taste. As a result just picked out the chicken.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B787-9,Mainline,non-member,Neutral,chicken entré similar starter quinoa etc tast result pick chicken
272,971,ORX,FCX,2022-09-02,Early & Ontime,Early & Ontime,Atlantic,never was perfect.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B787-8,Mainline,non-member,Neutral,never perfect
273,5340,ATX,ORX,2022-09-03,Early & Ontime,Early & Ontime,Domestic,no snacks.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,ERJ-175,Express,non-member,Neutral,snack
274,1084,IAX,CUX,2022-09-03,Delayed,Delayed,Latin,The lunch meal was not great.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member,Neutral,lunch meal great
275,15,EWX,LHX,2022-09-03,Delayed,Delayed,Atlantic,No salad with meal (although salad dressing was brought). No nuts as appetizer offered.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B767-300,Mainline,member,Neutral,salad meal although salad dress brought nut appet offer
276,5226,LWX,DEX,2022-09-01,Early & Ontime,Delayed,Domestic,"Out of a few flavors, limited selection.",80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,CRJ-200,Express,non-member,Neutral,flavor limit select
